Indeks produktu;Nazwa;Cena;Kategoria;Opis;Adresy URL zdjęcia (x,y,z...)
64;NIE CZAS UMIERAĆ / napisy;"
        						26,90 zł        					";Białystok Helios Biała;Czas trwania: 163 min.Od lat: 15Produkcja: Wlk. Brytania/USA [2020], Premiera: 01.10.2021 (Polska)<br><br>Reżyseria:<br>Cary Joji Fukunaga<br><br>Scenariusz:<br>Neal Purvis, Robert Wade, Scott Z. Burns, Cary Joji Fukunaga, Phoebe Waller-Bridge<br><br>Obsada:<br>Daniel Craig, , Ralph Fiennes, Ana de Armas, Rami Malek, Christoph Waltz, Lea Seydoux, Naomie Harris<br><br>Opis:<br>James Bond opuszcza czynną służbę i cieszy się spokojnym życiem na Jamajce. Tymczasem jednak jego stary przyjaciel Felix Leiter z CIA zwraca się do niego o pomoc. Misja uratowania porwanego naukowca okazuje się o wiele bardziej zdradliwa, niż mogłoby się wydawać i naprowadza agenta 007 na ślad tajemniczego złoczyńcy, dysponującego nową, niezwykle niebezpieczną technologią.;https://ftmp.helios.pl/Get/file/mvpstr/21439/1631532784,https://ftmp.helios.pl/Get/file/mvpic/104127/1630939266,https://ftmp.helios.pl/Get/file/mvpic/104128/1630939266,https://ftmp.helios.pl/Get/file/mvpic/104129/1630939266,https://ftmp.helios.pl/Get/file/mvpic/104130/1630939266,https://ftmp.helios.pl/Get/file/mvpic/104131/1630939266,https://ftmp.helios.pl/Get/file/mvpic/104132/1630939266,https://ftmp.helios.pl/Get/file/mvpic/104133/1630939266,https://ftmp.helios.pl/Get/file/mvpic/104134/1630939266,https://ftmp.helios.pl/Get/file/mvpic/104135/1630939266,https://ftmp.helios.pl/Get/file/mvpic/104136/1630939266
65;CZARNY MŁYN / familijny / od 10 lat;"
        						26,90 zł        					";Białystok Helios Biała;Czas trwania: 101 min.Od lat: 10Produkcja: Polska [2021], Premiera: 27.08.2021 (Polska)<br><br>Reżyseria:<br>Mariusz Palej<br><br>Scenariusz:<br>Magdalena Nieć, Katarzyna Stachowicz-Gacek<br><br>Obsada:<br>Marcin Dorociński, Janusz Chabior, Magdalena Nieć<br><br>Opis:<br>Iwo i grupa jego przyjaciół mieszkają w małym miasteczku, w którym przeżycie czegoś ekscytującego graniczy z cudem. Życie chłopaka jest dodatkowo skomplikowane, bo jego młodsza siostra Mela wymaga szczególnej opieki. Żądnych przygód przyjaciół zaczynają fascynować górujące nad okolicą ruiny ogromnego fabrycznego młyna, zwanego przez miejscowych Czarnym Młynem. Kiedy mimo ostrzeżeń wchodzą na zakazany teren, w sielankowym dotąd miasteczku rozpoczyna się seria dziwnych zdarzeń. Odkrywają, że w Młynie żyje tajemnicza siła, która może stanowić ogromne zagrożenie. Aby się jej przeciwstawić, dzieciaki będą musiały trzymać się razem. Nic jednak nie jest w stanie przygotować je na zaskakujący finał walki. Ważną rolę odegra w nim nie tylko coraz bardziej dojrzały i odpowiedzialny Iwo, wspierany przez Piotrka i Natalkę, między którymi rodzi się uczucie. Niespodziewany wpływ na bieg wydarzeń będzie miała także Mela, której pozorna słabość okaże się niezwykłym darem.;https://ftmp.helios.pl/Get/file/mvpstr/20363/1626185462,https://ftmp.helios.pl/Get/file/mvpic/101824/1621854256,https://ftmp.helios.pl/Get/file/mvpic/101825/1621854256,https://ftmp.helios.pl/Get/file/mvpic/101826/1621854256,https://ftmp.helios.pl/Get/file/mvpic/101827/1621854256,https://ftmp.helios.pl/Get/file/mvpic/101828/1621854256,https://ftmp.helios.pl/Get/file/mvpic/101829/1621854256,https://ftmp.helios.pl/Get/file/mvpic/101830/1621854256,https://ftmp.helios.pl/Get/file/mvpic/101831/1621854256,https://ftmp.helios.pl/Get/file/mvpic/101832/1621854256,https://ftmp.helios.pl/Get/file/mvpic/101833/1621854256
66;MISTRZ;"
        						26,90 zł        					";Białystok Helios Biała;"Czas trwania: 92 min.Od lat: 15Produkcja: Polska [2020], Premiera: 27.08.2021 (Polska)<br><br>Reżyseria:<br>Maciej Barczewski<br><br>Scenariusz:<br>Maciej Barczewski<br><br>Obsada:<br>Piotr Głowacki, Marian Dziędziel, Grzegorz Małecki<br><br>Opis:<br>Historia legendarnego pięściarza Tadeusza ""Teddy’ego"" Pietrzykowskiego, który zdobył tytuł mistrza wszechwag niemieckiego obozu koncentracyjnego Auschwitz-Birkenau. Oparty na prawdziwych wydarzeniach dramat przedstawiający nieznaną historię polskiego sportowca, który w miejscu zagłady stał się symbolem nadziei na zwycięstwo.";https://ftmp.helios.pl/Get/file/mvpstr/21017/1628070873,https://ftmp.helios.pl/Get/file/mvpic/103326/1628070873,https://ftmp.helios.pl/Get/file/mvpic/103327/1628070873,https://ftmp.helios.pl/Get/file/mvpic/103328/1628070873,https://ftmp.helios.pl/Get/file/mvpic/103329/1628070873,https://ftmp.helios.pl/Get/file/mvpic/103330/1628070873,https://ftmp.helios.pl/Get/file/mvpic/103331/1628070873,https://ftmp.helios.pl/Get/file/mvpic/103332/1628070873,https://ftmp.helios.pl/Get/file/mvpic/103333/1628070873,https://ftmp.helios.pl/Get/file/mvpic/103334/1628070873,https://ftmp.helios.pl/Get/file/mvpic/103335/1628070873,https://ftmp.helios.pl/Get/file/mvpic/103336/1628070873,https://ftmp.helios.pl/Get/file/mvpic/103337/1628070873,https://ftmp.helios.pl/Get/file/mvpic/103338/1628070873,https://ftmp.helios.pl/Get/file/mvpic/103339/1628070873
67;BO WE MNIE JEST SEKS;"
        						26,90 zł        					";Białystok Helios Biała;Czas trwania: 105 min.Od lat: 15Produkcja: Polska [2021], Premiera: 19.11.2021 (Polska)<br><br>Reżyseria:<br>Katarzyna Klimkiewicz<br><br>Scenariusz:<br>Patrycja Mnich, Katarzyna Klimkiewicz<br><br>Obsada:<br>Maria Dębska, Krzysztof Zalewski, Leszek Lichota<br><br>Opis:<br>Rok 1962, Kalina Jędrusik ma łatkę skandalistki. Z mężem Stanisławem Dygatem prowadzą otwarty dom. Ich częstymi gośćmi są Jeremi Przybora, Tadeusz Konwicki, Kazimierz Kutz, Barbara Krafftówna oraz Lucek, młody kochanek Kaliny. Artystka na scenie gorszy kobiety, oczarowuje mężczyzn. Tymczasem jej nowy przełożony pragnie gorącego romansu. Wykorzystując władzę, stawką za odrzucenie czyni jej karierę. Czy uda mu się złamać kobietę, która uwielbia niezależność, ale nie potrafi żyć bez występów?;https://ftmp.helios.pl/Get/file/mvpstr/20804/1629816565,https://ftmp.helios.pl/Get/file/mvpic/102905/1625674077,https://ftmp.helios.pl/Get/file/mvpic/102906/1625674088,https://ftmp.helios.pl/Get/file/mvpic/103893/1629816485,https://ftmp.helios.pl/Get/file/mvpic/103894/1629816501,https://ftmp.helios.pl/Get/file/mvpic/103895/1629816516,https://ftmp.helios.pl/Get/file/mvpic/103896/1629816537
68;POGROMCY DUCHÓW. Dziedzictwo / dubbing;"
        						26,90 zł        					";Białystok Helios Biała;Czas trwania: 117 min.Od lat: 13Produkcja: Kanada/USA [2021], Premiera: 19.11.2021 (Polska)<br><br>Reżyseria:<br>Jason Reitman<br><br>Scenariusz:<br>Gil Kenan, Jason Reitman<br><br>Obsada:<br>Mckenna Grace, Carrie Coon, Finn Wolfhard<br><br>Opis:<br>Film w reżyserii Jasona Reitmana, wyprodukowany przez  Ivana Reitmana. Kolejny rozdział oryginalnego uniwersum Ghostbusters. Samotna matka i jej dwoje dzieci przybywają do małego miasteczka, gdzie odkrywają tajemnicze połączenie z oryginalnymi pogromcami duchów oraz sekretny spadek, który pozostawił im dziadek.;https://ftmp.helios.pl/Get/file/mvpstr/22388/1636461143,https://ftmp.helios.pl/Get/file/mvpic/105810/1636461143,https://ftmp.helios.pl/Get/file/mvpic/105811/1636461143,https://ftmp.helios.pl/Get/file/mvpic/105812/1636461143,https://ftmp.helios.pl/Get/file/mvpic/105813/1636461143,https://ftmp.helios.pl/Get/file/mvpic/105814/1636461143,https://ftmp.helios.pl/Get/file/mvpic/105815/1636461143,https://ftmp.helios.pl/Get/file/mvpic/105816/1636461143,https://ftmp.helios.pl/Get/file/mvpic/105817/1636461143
69;POGROMCY DUCHÓW. Dziedzictwo / napisy;"
        						26,90 zł        					";Białystok Helios Biała;Czas trwania: 117 min.Od lat: 13Produkcja: Kanada/USA [2021], Premiera: 19.11.2021 (Polska)<br><br>Reżyseria:<br>Jason Reitman<br><br>Scenariusz:<br>Gil Kenan, Jason Reitman<br><br>Obsada:<br>Mckenna Grace, Carrie Coon, Finn Wolfhard<br><br>Opis:<br>Film w reżyserii Jasona Reitmana, wyprodukowany przez  Ivana Reitmana. Kolejny rozdział oryginalnego uniwersum Ghostbusters. Samotna matka i jej dwoje dzieci przybywają do małego miasteczka, gdzie odkrywają tajemnicze połączenie z oryginalnymi pogromcami duchów oraz sekretny spadek, który pozostawił im dziadek.;https://ftmp.helios.pl/Get/file/mvpstr/20805/1634286987,https://ftmp.helios.pl/Get/file/mvpic/102907/1625675341,https://ftmp.helios.pl/Get/file/mvpic/102908/1635760984,https://ftmp.helios.pl/Get/file/mvpic/102909/1635761015,https://ftmp.helios.pl/Get/file/mvpic/102910/1625675404,https://ftmp.helios.pl/Get/file/mvpic/102911/1636119976,https://ftmp.helios.pl/Get/file/mvpic/102912/1625675536,https://ftmp.helios.pl/Get/file/mvpic/105523/1635761165,https://ftmp.helios.pl/Get/file/mvpic/105732/1636120083
70;WILK, LEW i JA / familijny / od 7 lat / dubbing;"
        						26,90 zł        					";Białystok Helios Biała;Czas trwania: 99 min.Od lat: 7Produkcja: Francja [2021], Premiera: 19.11.2021 (Polska)<br><br>Reżyseria:<br>Gilles de Maistre<br><br>Scenariusz:<br>Gilles de Maistre<br><br>Obsada:<br>Graham Greene, Mylene Dinh-Robic, Charlie Carrick<br><br>Opis:<br>Alma postanawia wrócić do krainy swojego dzieciństwa – jest to otoczony pięknym lasem stary dom położony na malowniczej wyspie pośrodku jeziora w dzikich ostępach Kanady. Kiedy była mała, wychowywała się tu ze swoim dziadkiem, który uczył ją o przyrodzie i życiu w zgodzie z naturą. Wkrótce dziewczyna natrafia na dwójkę niezwykłych nieznajomych – małego wilczka i urocze lwiątko. Pierwszy ze zwierzaków to szczeniak zaprzyjaźnionej z dziadkiem Almy wilczycy, a drugi to cudem uratowane z katastrofy lotniczej zwierzątko przeznaczone na cyrkową arenę. Stworzenia stają się nierozłączne i zachowują jak rodzeństwo. Alma zabiera je do domu i zostaje ich opiekunką, patrząc jak z każdym dniem się oswajają i coraz lepiej sobie radzą z otaczającym światem. Okazuje się jednak, że zwierzaki są poszukiwane i na trop Almy wpadają leśni strażnicy. Czy dziewczyna będzie mogła liczyć na pomoc swoich najbliższych? Czu uda się ocalić niezwykłą przyjaźń i nie dopuścić do rozłąki troskliwej opiekunki i jej podopiecznych? To początek największej przygody ich życia!;https://ftmp.helios.pl/Get/file/mvpstr/22142/1635165470,https://ftmp.helios.pl/Get/file/mvpic/105140/1634551584,https://ftmp.helios.pl/Get/file/mvpic/105141/1634551615,https://ftmp.helios.pl/Get/file/mvpic/105142/1634551628,https://ftmp.helios.pl/Get/file/mvpic/105143/1634551650,https://ftmp.helios.pl/Get/file/mvpic/105144/1634551714,https://ftmp.helios.pl/Get/file/mvpic/105145/1634551729,https://ftmp.helios.pl/Get/file/mvpic/105146/1634551745,https://ftmp.helios.pl/Get/file/mvpic/105147/1634551969
71;GWIAZDKA KLARY MUU / familijny / b.o. / dubbing;"
        						26,90 zł        					";Białystok Helios Biała;Czas trwania: 68 min.Od lat: b.o.Produkcja: Norwegia [2020], Premiera: 19.11.2021 (Polska)<br><br>Reżyseria:<br>Will Ashurst<br><br>Scenariusz:<br>Ole Christian Solbakken<br><br>Obsada:<br>-<br><br>Opis:<br>Niezwykle podekscytowana Klara po raz pierwszy spędzi Gwiazdkę ze swoim tatą na Krowim Wzgórzu. Kiedy przybywa na farmę, okazuje się, że kompletnie nic nie jest jeszcze gotowe! Przed domem brakuje choinki, a bombki i lampki kurzą się w kartonach. Do tego pech sprawia, że tata Klary zostaje pilnie wezwany do odśnieżania domu sąsiadki, a odcięta droga uniemożliwia mu powrót. Co pocznie Klara? Do Świąt zostało już tak niewiele czasu! Może z pomocą zuchwałego bożonarodzeniowego skrzata uda się stworzyć na Krowim Wzgórzu świąteczną atmosferę?„Gwiazdka Klary Muu” to świąteczna kontynuacja uwielbianej animacji „Klara Muu!”. Mała krówka z pomocą przyjaciół zrozumie, że Święta to przecież nie tylko prezenty, ważniejsze od pozorów i dekoracji jest po prostu bycie razem.;https://ftmp.helios.pl/Get/file/mvpstr/21340/1635165167,https://ftmp.helios.pl/Get/file/mvpic/103797/1629465752,https://ftmp.helios.pl/Get/file/mvpic/103798/1629465766,https://ftmp.helios.pl/Get/file/mvpic/103799/1629465785,https://ftmp.helios.pl/Get/file/mvpic/103800/1629465806,https://ftmp.helios.pl/Get/file/mvpic/105715/1636119660,https://ftmp.helios.pl/Get/file/mvpic/105716/1636119669
72;KURIER FRANCUSKI Z LIBERTY, KANSAS EVENING SUN / napisy;"
        						26,90 zł        					";Białystok Helios Biała;"Czas trwania: 108 min.Od lat: 15Produkcja: Niemcy/USA [2021], Premiera: 19.11.2021 (Polska)<br><br>Reżyseria:<br>Wes Anderson<br><br>Scenariusz:<br>Wes Anderson<br><br>Obsada:<br>Elisabeth Moss, Timothee Chalamet, Saoirse Ronan<br><br>Opis:<br>Film jest opisywany jako list miłosny do dziennikarzy umieszczony w placówce amerykańskiej gazety w fikcyjnym XX-wiecznym francuskim mieście, w którym powstaje zbiór opowiadań opublikowanych w tytułowym magazynie ""The French Dispatch"".";https://ftmp.helios.pl/Get/file/mvpstr/21359/1633518314,https://ftmp.helios.pl/Get/file/mvpic/103923/1629832146,https://ftmp.helios.pl/Get/file/mvpic/103924/1629832161,https://ftmp.helios.pl/Get/file/mvpic/103925/1629832394,https://ftmp.helios.pl/Get/file/mvpic/103926/1629832204,https://ftmp.helios.pl/Get/file/mvpic/103927/1629832217,https://ftmp.helios.pl/Get/file/mvpic/103928/1629832232,https://ftmp.helios.pl/Get/file/mvpic/103929/1629832257,https://ftmp.helios.pl/Get/file/mvpic/103930/1629832278,https://ftmp.helios.pl/Get/file/mvpic/103931/1629832371,https://ftmp.helios.pl/Get/file/mvpic/103932/1629832467
73;RODZINA ADDAMSÓW 2 / familijny / od 7 lat / dubbing;"
        						26,90 zł        					";Białystok Helios Biała;Czas trwania: 93 min.Od lat: 7Produkcja: USA/Wlk. Brytania/Kanada [2021], Premiera: 22.10.2021 (Polska)<br><br>Reżyseria:<br>Greg Tiernan, Conrad Vernon, Laura Brousseau, Kevin Pavlovic<br><br>Scenariusz:<br>Dan Hernandez, Benji Samit<br><br>Obsada:<br>-<br><br>Opis:<br>U Addamsów daje o sobie znać konflikt pokoleń. Etap buntu nie omija dorastających Wednesday i Pugsleya. Choć Addamsowie niekoniecznie wpisują się w model tradycyjnej rodziny, nawet Morticię martwi, że potomkowie po raz kolejny nie stawiają się na kolacji. Jak na powrót wzniecić ogień w rodzinnym ognisku i podtrzymać więzy? Gomez wpada na genialny pomysł – wspólne wakacje i podróż nawiedzonym kamperem przez całą Amerykę! Nie będzie to jednak zwykła wycieczka krajoznawcza, gdyż na Addamsów czeka ogrom okropnie obłędnych przygód, które sprawią, że włosy staną dęba na głowie nawet Kuzynowi Coś.;https://ftmp.helios.pl/Get/file/mvpstr/20800/1633518226,https://ftmp.helios.pl/Get/file/mvpic/102881/1625668983,https://ftmp.helios.pl/Get/file/mvpic/102882/1625669023,https://ftmp.helios.pl/Get/file/mvpic/104926/1633609532,https://ftmp.helios.pl/Get/file/mvpic/104927/1633609543,https://ftmp.helios.pl/Get/file/mvpic/104928/1633609553
74;CLIFFORD. Wielki czerwony pies / familijny / od 6 lat / dubbing;"
        						26,90 zł        					";Białystok Helios Biała;Czas trwania: 96 min.Od lat: 6Produkcja: USA/Kanada/Wlk. Brytania [2021], Premiera: 03.12.2021 (Polska)<br><br>Reżyseria:<br>Walt Becker<br><br>Scenariusz:<br>David Ronn, Jay Scherick, Blaise Hemingway<br><br>Obsada:<br>Darby Camp, Jack Whitehall, Izaac Wang<br><br>Opis:<br>Ośmioletnia dziewczynka, Emily Elizabeth marzy o tym, aby jej maleńki, czerwony szczeniak urósł i był silny, nie spodziewa się jednak, że budząc się pewnego ranka znajdzie wielkiego psa w swoim małym mieszkaniu w Nowym Jorku. Emily za wszelką cenę chce, aby ukochany zwierzak został z nią. Postanawia znaleźć czarodzieja, który, przywróci Clifforda do normalnego rozmiaru. Na poszukiwania udaje się ze swoim wujem Caseyem i szkolnym kolegą Owenem. Clifford wzbudza powszechne zaciekawienie. Przyciąga również uwagę złego naukowca, który chce aby Clifford został jego psem.;https://ftmp.helios.pl/Get/file/mvpstr/21353/1636111146,https://ftmp.helios.pl/Get/file/mvpic/103873/1629798230,https://ftmp.helios.pl/Get/file/mvpic/103874/1629798267,https://ftmp.helios.pl/Get/file/mvpic/103875/1629798288,https://ftmp.helios.pl/Get/file/mvpic/103876/1629798305,https://ftmp.helios.pl/Get/file/mvpic/103877/1629798320,https://ftmp.helios.pl/Get/file/mvpic/103878/1629798341,https://ftmp.helios.pl/Get/file/mvpic/103880/1629798403
75;NĘDZARZ I MADAME;"
        						26,90 zł        					";Białystok Helios Biała;Czas trwania: 121 min.Od lat: 15Produkcja: Polska [2021], Premiera: 12.11.2021 (Polska)<br><br>Reżyseria:<br>Witold Ludwig<br><br>Scenariusz:<br>Witold Ludwig<br><br>Obsada:<br>Piotr Zajączkowski, Magdalena Michalak, Krzysztof Wakuliński<br><br>Opis:<br>Film „Nędzarz i madame” ukazuje niepowtarzalne losy Adama Chmielowskiego, artysty-malarza, który – w poszukiwaniu wolności i szczęścia – poświęca wszystko, nawet za cenę ofiary z samego siebie.Buntownicza natura i niezgoda na zło sprawiają, że nie tylko ucieka fortelem z carskiej niewoli ukryty w trumnie, ale w chwilach największej sławy porzuca świat sztuki, aby „umrzeć dla świata” i oddać się służbie ludziom. Jego tragicznych losów dopełnia załamanie duchowe, wydalenie z zakonu jezuitów oraz zamknięcie w zakładzie dla umysłowo chorych. Wkrótce jednak powstaje, jak feniks z popiołów, a wówczas - oszalały z miłości do drugiego człowieka – powraca w wielkim stylu jako Brat Albert – przyszły święty.;https://ftmp.helios.pl/Get/file/mvpstr/22316/1636036665,https://ftmp.helios.pl/Get/file/mvpic/105661/1636036696,https://ftmp.helios.pl/Get/file/mvpic/105662/1636036709,https://ftmp.helios.pl/Get/file/mvpic/105663/1636036728,https://ftmp.helios.pl/Get/file/mvpic/105664/1636036745,https://ftmp.helios.pl/Get/file/mvpic/105665/1636036758,https://ftmp.helios.pl/Get/file/mvpic/105667/1636036981,https://ftmp.helios.pl/Get/file/mvpic/105668/1636036990,https://ftmp.helios.pl/Get/file/mvpic/105669/1636037000,https://ftmp.helios.pl/Get/file/mvpic/105670/1636037008,https://ftmp.helios.pl/Get/file/mvpic/105671/1636037016,https://ftmp.helios.pl/Get/file/mvpic/105672/1636037026,https://ftmp.helios.pl/Get/file/mvpic/105673/1636037034
76;CHŁOPIEC Z CHMUR / familijny / od 7 lat / dubbing;"
        						26,90 zł        					";Białystok Helios Biała;Czas trwania: 113 min.Od lat: 7Produkcja: Francja/ Norwegia [2019], Premiera: 03.12.2021 (Polska)<br><br>Reżyseria:<br>Nicolas Vanier<br><br>Scenariusz:<br>Lilou Fogli, Christian Moullec, Matthieu Petit, Nicolas Vanier<br><br>Obsada:<br>Jean-Paul Rouve, Melanie Doutey, Louise Vazquez, Dominique Pinon<br><br>Opis:<br>Najnowszy film mistrza kina familijnego Nicolasa Vaniera, autora niezapomnianego hitu „Bella i Sebastian”.  Prawdziwa historia, która poruszyła całą Europę.  Opowieść o niezwykłej przyjaźni, wielkiej odwadze i przygodzie, która odmieni życie pewnego chłopca i jego skrzydlatych przyjaciół.  Dla Thomasa, chłopca zanurzonego w świecie gier video, pomysł spędzenia wakacji z ojcem, zapalonym ornitologiem Christianem (nagrodzony Cezarem, znany z hitów „Asteriks i Obeliks: Misja Kleopatra”, „Nowych przygód Aladyna” oraz „Niczego nie żałuję – Edith Piaf” Jean-Paul Rouve), wydaje się koszmarem. Gdy naukowiec oznajmia, że chce uczyć zagrożone wyginięciem dzikie gęsi migrowania, chłopiec myśli, że rodzic stracił rozum. Ale skazany na całodobową opiekę nad świeżo wyklutymi pisklakami chłopiec przywiązuje się coraz bardziej do skrzydlatych przyjaciół. Podniebna podróż z Norwegii aż do Francji jest nie tylko ostatnią szansą na przetrwanie przeuroczych ptaków, ale też przygodą życia dla Thomasa i wydarzeniem, którym emocjonowała się cała Europa.;https://ftmp.helios.pl/Get/file/mvpstr/18590/1636461340,https://ftmp.helios.pl/Get/file/mvpic/99096/1585214908,https://ftmp.helios.pl/Get/file/mvpic/99097/1585214919,https://ftmp.helios.pl/Get/file/mvpic/99098/1585214933,https://ftmp.helios.pl/Get/file/mvpic/99099/1585214945,https://ftmp.helios.pl/Get/file/mvpic/99100/1585214957,https://ftmp.helios.pl/Get/file/mvpic/99101/1585214967,https://ftmp.helios.pl/Get/file/mvpic/99102/1585214979
77;ŻUŻEL;"
        						26,90 zł        					";Białystok Helios Biała;Czas trwania: 108 min.Od lat: 13Produkcja: Polska [2020], Premiera: 16.07.2021 (Polska)<br><br>Reżyseria:<br>Dorota Kędzierzawska<br><br>Scenariusz:<br>Dorota Kędzierzawska<br><br>Obsada:<br>Paweł Wilczak, Żaneta Łabudzka, Mateusz Kościukiewicz<br><br>Opis:<br>Mistrz motocyklowy Lowa (Tomasz Ziętek) jest obiektem westchnień kobiet i źródłem zazdrości rywali z toru (Mateusz Kościukiewicz). Pogodny, miły dla ludzi, „zwyczajny”, ma frajdę z życia i tego, co robi. Jednak szelmowski uśmiech chłopaka skrywa codzienne zmagania ze strachem, widmem kontuzji i wypadków na żużlowych stadionach. Wszystko komplikuje się jeszcze bardziej, kiedy na drodze Lowy staje śliczna Roma (Jagoda Porębska). Czy zakochany w prędkości i motorach zawodnik, dla którego sport jest nie tylko szaleńczą, młodzieńczą pasją, ale też ucieczką od szarej rzeczywistości, znajdzie w swoim sercu miejsce na prawdziwą miłość?;https://ftmp.helios.pl/Get/file/mvpstr/22203/1634903163,https://ftmp.helios.pl/Get/file/mvpic/105194/1634903163,https://ftmp.helios.pl/Get/file/mvpic/105195/1634903163,https://ftmp.helios.pl/Get/file/mvpic/105196/1634903163,https://ftmp.helios.pl/Get/file/mvpic/105197/1634903163,https://ftmp.helios.pl/Get/file/mvpic/105198/1634903163,https://ftmp.helios.pl/Get/file/mvpic/105199/1634903163,https://ftmp.helios.pl/Get/file/mvpic/105200/1634903163,https://ftmp.helios.pl/Get/file/mvpic/105201/1634903163,https://ftmp.helios.pl/Get/file/mvpic/105202/1634903163,https://ftmp.helios.pl/Get/file/mvpic/105203/1634903163,https://ftmp.helios.pl/Get/file/mvpic/105204/1634903163,https://ftmp.helios.pl/Get/file/mvpic/105205/1634903163,https://ftmp.helios.pl/Get/file/mvpic/105206/1634903163
78;ANIMAL / napisy;"
        						26,90 zł        					";Białystok Helios Biała;Czas trwania: 105 min.Od lat: 13Produkcja: Francja [2020], Premiera: 14.01.2022 (Polska)<br><br>Reżyseria:<br>Cyril Dion<br><br>Scenariusz:<br>Cyril Dion, Walter Bouvais<br><br>Obsada:<br>Bella Lack, Vipulan Puvaneswaran, Jane Goodall<br><br>Opis:<br>„Animal” to wyjątkowa opowieść dla wszystkich, którzy troszczą się o przyszłość naszej planety.Żyjemy w obliczu zagrożenia, które naukowcy określają jako „szóste masowe wymieranie” – w ciągu ostatnich 40 lat zniknęło 60% żyjących na Ziemi kręgowców oraz 80% europejskich owadów latających.Bella i Vipulan, dwójka nastolatków oddanych sprawie ochrony zwierząt, oraz Jane Goodall, powszechnie znana prymatolożka zajmująca się badaniami nad szympansami, zabiorą nas w podróż po całym świecie, aby pomóc nam zrozumieć, dlaczego zwierzęta giną i co możemy zrobić, żeby odwrócić tę śmiertelną tendencję. Ciekawe rozmowy, inspirujące inicjatywy i zaangażowanie młodych bohaterów dają nadzieję na lepszą przyszłość i sprawiają, że „Animal” to film unikatowy na skalę światową.;https://ftmp.helios.pl/Get/file/mvpstr/22216/1635253677,https://ftmp.helios.pl/Get/file/mvpic/105317/1635254458,https://ftmp.helios.pl/Get/file/mvpic/105318/1635254475,https://ftmp.helios.pl/Get/file/mvpic/105319/1635254505,https://ftmp.helios.pl/Get/file/mvpic/105320/1635254631,https://ftmp.helios.pl/Get/file/mvpic/105321/1635254941,https://ftmp.helios.pl/Get/file/mvpic/105322/1635254953
79;FATIMA / lektor;"
        						26,90 zł        					";Białystok Helios Biała;Czas trwania: 113 min.Od lat: 13Produkcja: Portugalia/USA [2021], Premiera: 01.10.2021 (Polska)<br><br>Reżyseria:<br>Marco Pontecorvo<br><br>Scenariusz:<br>Valerio D'Annunzio, Barbara Nicolosi, Marco Pontecorvo<br><br>Obsada:<br>Joaquim de Almeida, Goran Visnjic, Stephanie Gil<br><br>Opis:<br>Jest rok 1917. Świat pogrążony jest w mrokach Pierwszej Wojny Światowej. Do małej portugalskiej wioski Fatimy, podobnie jak do tysięcy miejscowości w całej Europie płyną dramatyczne wieści o tysiącach zabitych.  Do domów wracają okaleczeni i pozbawieni nadziei weterani. W takich chwilach łatwo o zwątpienie i załamanie. Właśnie w takich okolicznościach troje dzieci z Fatimy doświadcza niezwykłego spotkania. Ich oczom ukazuje się Matka Boża, by przekazać im przepowiednie dla świata. Relacje dzieci z tego wydarzenia spotykają się z wielkim sceptycyzmem zarówno osób świeckich jaki i przedstawicieli Kościoła.Nikt nie traktuje poważnie dziecięcych opowieści. A jednak wieść o cudownych wydarzeniach w Fatimie roznosi się coraz dalej. Tysiące pielgrzymów przybywają do wioski, a cud fatimski zaczyna odmieniać ich losy, wywierając przemożny wpływ także na instytucję Kościoła i na cały świat.;https://ftmp.helios.pl/Get/file/mvpstr/21646/1632227625,https://ftmp.helios.pl/Get/file/mvpic/104480/1632227625,https://ftmp.helios.pl/Get/file/mvpic/104481/1632227625,https://ftmp.helios.pl/Get/file/mvpic/104482/1632227625,https://ftmp.helios.pl/Get/file/mvpic/104483/1632227625,https://ftmp.helios.pl/Get/file/mvpic/104484/1632227625,https://ftmp.helios.pl/Get/file/mvpic/104485/1632227625,https://ftmp.helios.pl/Get/file/mvpic/104486/1632227625
