Product ID*;Attribute (Name:Type:Position)*;Value (Value:Position)*;Ilość
18;Terminy:select:1;21'20 25.11:11;130
19;Terminy:select:1;10'10 22.11:0;130
19;Terminy:select:1;12'50 22.11:1;130
19;Terminy:select:1;17'30 22.11:2;130
19;Terminy:select:1;11'20 23.11:3;130
19;Terminy:select:1;17'30 23.11:4;130
19;Terminy:select:1;11'20 24.11:5;130
19;Terminy:select:1;17'30 24.11:6;130
19;Terminy:select:1;10'20 25.11:7;130
19;Terminy:select:1;17'30 25.11:8;130
20;Terminy:select:1;14'45 22.11:0;130
20;Terminy:select:1;20'20 22.11:1;130
20;Terminy:select:1;14'45 23.11:2;130
20;Terminy:select:1;20'20 23.11:3;130
20;Terminy:select:1;14'45 24.11:4;130
20;Terminy:select:1;20'20 24.11:5;130
20;Terminy:select:1;14'45 25.11:6;130
20;Terminy:select:1;20'20 25.11:7;130
21;Terminy:select:1;10'00 22.11:0;130
21;Terminy:select:1;12'20 22.11:1;130
21;Terminy:select:1;15'30 22.11:2;130
21;Terminy:select:1;17'10 22.11:3;130
21;Terminy:select:1;10'00 23.11:4;130
21;Terminy:select:1;12'20 23.11:5;130
21;Terminy:select:1;14'30 23.11:6;130
21;Terminy:select:1;17'00 23.11:7;130
21;Terminy:select:1;10'00 24.11:8;130
21;Terminy:select:1;12'20 24.11:9;130
21;Terminy:select:1;15'10 24.11:10;130
21;Terminy:select:1;17'10 24.11:11;130
21;Terminy:select:1;10'00 25.11:12;130
21;Terminy:select:1;12'20 25.11:13;130
21;Terminy:select:1;15'30 25.11:14;130
21;Terminy:select:1;17'10 25.11:15;130
21;Terminy:select:1;9'00 25.11:16;130
22;Terminy:select:1;10'40 22.11:0;130
22;Terminy:select:1;15'20 22.11:1;130
22;Terminy:select:1;10'20 23.11:2;130
22;Terminy:select:1;15'20 23.11:3;130
22;Terminy:select:1;17'15 23.11:4;130
22;Terminy:select:1;10'20 24.11:5;130
22;Terminy:select:1;15'20 24.11:6;130
22;Terminy:select:1;10'10 25.11:7;130
22;Terminy:select:1;15'20 25.11:8;130
23;Terminy:select:1;19'00 22.11:0;130
23;Terminy:select:1;21'30 22.11:1;130
23;Terminy:select:1;19'00 23.11:2;130
23;Terminy:select:1;21'30 23.11:3;130
23;Terminy:select:1;19'00 24.11:4;130
23;Terminy:select:1;21'30 24.11:5;130
23;Terminy:select:1;19'00 25.11:6;130
23;Terminy:select:1;21'30 25.11:7;130
24;Terminy:select:1;10'50 22.11:0;130
24;Terminy:select:1;13'30 22.11:1;130
24;Terminy:select:1;16'10 22.11:2;130
24;Terminy:select:1;18'30 22.11:3;130
24;Terminy:select:1;21'10 22.11:4;130
24;Terminy:select:1;10'50 23.11:5;130
24;Terminy:select:1;13'30 23.11:6;130
24;Terminy:select:1;16'10 23.11:7;130
24;Terminy:select:1;18'30 23.11:8;130
24;Terminy:select:1;21'10 23.11:9;130
24;Terminy:select:1;10'50 24.11:10;130
24;Terminy:select:1;13'30 24.11:11;130
24;Terminy:select:1;16'10 24.11:12;130
24;Terminy:select:1;18'30 24.11:13;130
24;Terminy:select:1;21'10 24.11:14;130
24;Terminy:select:1;10'50 25.11:15;130
24;Terminy:select:1;13'30 25.11:16;130
24;Terminy:select:1;16'10 25.11:17;130
24;Terminy:select:1;18'30 25.11:18;130
24;Terminy:select:1;21'10 25.11:19;130
25;Terminy:select:1;11'00 22.11:0;130
25;Terminy:select:1;14'10 22.11:1;130
25;Terminy:select:1;16'20 22.11:2;130
25;Terminy:select:1;10'40 23.11:3;130
25;Terminy:select:1;14'10 23.11:4;130
25;Terminy:select:1;16'20 23.11:5;130
25;Terminy:select:1;11'00 24.11:6;130
25;Terminy:select:1;14'10 24.11:7;130
25;Terminy:select:1;16'20 24.11:8;130
25;Terminy:select:1;11'15 25.11:9;130
25;Terminy:select:1;14'10 25.11:10;130
25;Terminy:select:1;16'20 25.11:11;130
26;Terminy:select:1;19'30 22.11:0;130
26;Terminy:select:1;12'10 23.11:1;130
26;Terminy:select:1;19'15 23.11:2;130
26;Terminy:select:1;12'10 24.11:3;130
26;Terminy:select:1;19'30 24.11:4;130
26;Terminy:select:1;12'10 25.11:5;130
26;Terminy:select:1;19'30 25.11:6;130
27;Terminy:select:1;15'40 22.11:0;130
27;Terminy:select:1;15'30 23.11:1;130
27;Terminy:select:1;15'40 24.11:2;130
27;Terminy:select:1;15'40 25.11:3;130
28;Terminy:select:1;11'45 22.11:0;130
28;Terminy:select:1;15'50 22.11:1;130
28;Terminy:select:1;18'15 22.11:2;130
28;Terminy:select:1;20'40 22.11:3;130
28;Terminy:select:1;13'00 23.11:4;130
28;Terminy:select:1;15'40 23.11:5;130
28;Terminy:select:1;18'00 23.11:6;130
28;Terminy:select:1;20'30 23.11:7;130
28;Terminy:select:1;13'00 24.11:8;130
28;Terminy:select:1;15'50 24.11:9;130
28;Terminy:select:1;18'15 24.11:10;130
28;Terminy:select:1;20'40 24.11:11;130
28;Terminy:select:1;13'10 25.11:12;130
28;Terminy:select:1;15'50 25.11:13;130
28;Terminy:select:1;18'15 25.11:14;130
28;Terminy:select:1;20'40 25.11:15;130
29;Terminy:select:1;12'00 22.11:0;130
29;Terminy:select:1;20'10 22.11:1;130
29;Terminy:select:1;11'10 23.11:2;130
29;Terminy:select:1;19'30 23.11:3;130
29;Terminy:select:1;11'50 24.11:4;130
29;Terminy:select:1;20'00 24.11:5;130
29;Terminy:select:1;10'40 25.11:6;130
29;Terminy:select:1;20'10 25.11:7;130
30;Terminy:select:1;13'00 22.11:0;130
30;Terminy:select:1;10'30 23.11:1;130
30;Terminy:select:1;10'30 24.11:2;130
30;Terminy:select:1;10'30 25.11:3;130
31;Terminy:select:1;9'30 23.11:0;130
32;Terminy:select:1;18'00* 24.11:0;130
33;Terminy:select:1;13'00* 25.11:0;130
33;Terminy:select:1;18'00* 25.11:1;130
34;Terminy:select:1;17'30 26.11:0;130
34;Terminy:select:1;20'40 26.11:1;130
34;Terminy:select:1;17'30 27.11:2;130
34;Terminy:select:1;20'40 27.11:3;130
34;Terminy:select:1;17'30 28.11:4;130
34;Terminy:select:1;20'40 28.11:5;130
34;Terminy:select:1;17'30 29.11:6;130
34;Terminy:select:1;20'40 29.11:7;130
34;Terminy:select:1;17'30 30.11:8;130
34;Terminy:select:1;20'40 30.11:9;130
34;Terminy:select:1;17'30 01.12:10;130
34;Terminy:select:1;20'40 01.12:11;130
34;Terminy:select:1;17'30 02.12:12;130
34;Terminy:select:1;20'40 02.12:13;130
35;Terminy:select:1;10'30 28.11:0;130
36;Terminy:select:1;23'00* 03.12:0;130
37;Terminy:select:1;13'30 22.11:0;130
37;Terminy:select:1;17'45 22.11:1;130
37;Terminy:select:1;20'15 22.11:2;130
37;Terminy:select:1;13'30 23.11:3;130
37;Terminy:select:1;17'45 23.11:4;130
37;Terminy:select:1;20'15 23.11:5;130
37;Terminy:select:1;13'30 24.11:6;130
37;Terminy:select:1;17'45 24.11:7;130
37;Terminy:select:1;20'15 24.11:8;130
37;Terminy:select:1;14'30 25.11:9;130
37;Terminy:select:1;17'30 25.11:10;130
37;Terminy:select:1;20'20 25.11:11;130
38;Terminy:select:1;10'15 22.11:0;130
38;Terminy:select:1;13'00 22.11:1;130
38;Terminy:select:1;17'15 22.11:2;130
38;Terminy:select:1;10'15 23.11:3;130
38;Terminy:select:1;13'00 23.11:4;130
38;Terminy:select:1;17'15 23.11:5;130
38;Terminy:select:1;10'15 24.11:6;130
38;Terminy:select:1;11'40 25.11:7;130
38;Terminy:select:1;20'50 25.11:8;130
39;Terminy:select:1;14'15 22.11:0;130
39;Terminy:select:1;19'00 22.11:1;130
39;Terminy:select:1;21'45 22.11:2;130
39;Terminy:select:1;14'15 23.11:3;130
39;Terminy:select:1;19'00 23.11:4;130
39;Terminy:select:1;21'45 23.11:5;130
39;Terminy:select:1;13'00 24.11:6;130
39;Terminy:select:1;14'15 24.11:7;130
39;Terminy:select:1;17'15 24.11:8;130
39;Terminy:select:1;19'00 24.11:9;130
39;Terminy:select:1;21'45 24.11:10;130
39;Terminy:select:1;15'15 25.11:11;130
39;Terminy:select:1;19'00 25.11:12;130
39;Terminy:select:1;10'00 25.11:13;130
40;Terminy:select:1;10'00 22.11:0;130
40;Terminy:select:1;12'20 22.11:1;130
40;Terminy:select:1;14'40 22.11:2;130
40;Terminy:select:1;17'00 22.11:3;130
40;Terminy:select:1;10'00 23.11:4;130
40;Terminy:select:1;12'20 23.11:5;130
40;Terminy:select:1;14'40 23.11:6;130
40;Terminy:select:1;17'00 23.11:7;130
40;Terminy:select:1;12'20 24.11:8;130
40;Terminy:select:1;14'40 24.11:9;130
40;Terminy:select:1;17'00 24.11:10;130
40;Terminy:select:1;10'00 24.11:11;130
40;Terminy:select:1;10'00 25.11:12;130
40;Terminy:select:1;12'40 25.11:13;130
40;Terminy:select:1;14'00 25.11:14;130
40;Terminy:select:1;17'00 25.11:15;130
41;Terminy:select:1;10'40 22.11:0;130
41;Terminy:select:1;12'30 22.11:1;130
41;Terminy:select:1;16'00 22.11:2;130
41;Terminy:select:1;10'40 23.11:3;130
41;Terminy:select:1;12'30 23.11:4;130
41;Terminy:select:1;16'00 23.11:5;130
41;Terminy:select:1;10'40 24.11:6;130
41;Terminy:select:1;12'30 24.11:7;130
41;Terminy:select:1;16'00 24.11:8;130
41;Terminy:select:1;11'10 25.11:9;130
41;Terminy:select:1;12'15 25.11:10;130
41;Terminy:select:1;16'20 25.11:11;130
42;Terminy:select:1;15'45 22.11:0;130
42;Terminy:select:1;18'15 22.11:1;130
42;Terminy:select:1;20'50 22.11:2;130
42;Terminy:select:1;15'45 23.11:3;130
42;Terminy:select:1;18'15 23.11:4;130
42;Terminy:select:1;20'50 23.11:5;130
42;Terminy:select:1;15'45 24.11:6;130
42;Terminy:select:1;18'15 24.11:7;130
42;Terminy:select:1;20'45 24.11:8;130
42;Terminy:select:1;15'00 25.11:9;130
42;Terminy:select:1;18'15 25.11:10;130
42;Terminy:select:1;21'45 25.11:11;130
43;Terminy:select:1;11'00 22.11:0;130
43;Terminy:select:1;12'40 22.11:1;130
43;Terminy:select:1;15'20 22.11:2;130
43;Terminy:select:1;18'00 22.11:3;130
43;Terminy:select:1;20'40 22.11:4;130
43;Terminy:select:1;11'00 23.11:5;130
43;Terminy:select:1;12'40 23.11:6;130
43;Terminy:select:1;15'20 23.11:7;130
43;Terminy:select:1;18'00 23.11:8;130
43;Terminy:select:1;20'40 23.11:9;130
43;Terminy:select:1;11'00 24.11:10;130
43;Terminy:select:1;12'40 24.11:11;130
43;Terminy:select:1;15'20 24.11:12;130
43;Terminy:select:1;18'00 24.11:13;130
43;Terminy:select:1;20'40 24.11:14;130
43;Terminy:select:1;10'30 25.11:15;130
43;Terminy:select:1;12'50 25.11:16;130
43;Terminy:select:1;15'20 25.11:17;130
43;Terminy:select:1;17'50 25.11:18;130
43;Terminy:select:1;20'30 25.11:19;130
44;Terminy:select:1;14'30 22.11:0;130
44;Terminy:select:1;16'45 22.11:1;130
44;Terminy:select:1;10'30 23.11:2;130
44;Terminy:select:1;14'30 23.11:3;130
44;Terminy:select:1;16'45 23.11:4;130
44;Terminy:select:1;9'00 23.11:5;130
44;Terminy:select:1;14'30 24.11:6;130
44;Terminy:select:1;16'45 24.11:7;130
44;Terminy:select:1;14'20 25.11:8;130
44;Terminy:select:1;16'45 25.11:9;130
44;Terminy:select:1;10'00 25.11:10;130
45;Terminy:select:1;20'00 22.11:0;130
45;Terminy:select:1;20'00 23.11:1;130
45;Terminy:select:1;20'00 24.11:2;130
45;Terminy:select:1;20'00 25.11:3;130
46;Terminy:select:1;13'10 22.11:0;130
46;Terminy:select:1;13'10 23.11:1;130
46;Terminy:select:1;13'10 24.11:2;130
46;Terminy:select:1;13'10 25.11:3;130
47;Terminy:select:1;10'50 22.11:0;130
47;Terminy:select:1;16'30 22.11:1;130
47;Terminy:select:1;18'45 22.11:2;130
47;Terminy:select:1;21'00 22.11:3;130
47;Terminy:select:1;10'50 23.11:4;130
47;Terminy:select:1;16'30 23.11:5;130
47;Terminy:select:1;18'45 23.11:6;130
47;Terminy:select:1;21'00 23.11:7;130
47;Terminy:select:1;10'50 24.11:8;130
47;Terminy:select:1;16'30 24.11:9;130
47;Terminy:select:1;18'45 24.11:10;130
47;Terminy:select:1;21'00 24.11:11;130
47;Terminy:select:1;16'30 25.11:12;130
47;Terminy:select:1;18'45 25.11:13;130
47;Terminy:select:1;21'00 25.11:14;130
48;Terminy:select:1;11'15 22.11:0;130
48;Terminy:select:1;19'20 22.11:1;130
48;Terminy:select:1;11'15 23.11:2;130
48;Terminy:select:1;19'20 23.11:3;130
48;Terminy:select:1;11'15 24.11:4;130
48;Terminy:select:1;21'20 24.11:5;130
48;Terminy:select:1;11'00 25.11:6;130
48;Terminy:select:1;19'20 25.11:7;130
49;Terminy:select:1;10'00 22.11:0;130
50;Terminy:select:1;10'00 24.11:0;130
51;Terminy:select:1;19'15 24.11:0;130
51;Terminy:select:1;9'00 25.11:1;130
52;Terminy:select:1;13'00* 25.11:0;130
52;Terminy:select:1;18'00* 25.11:1;130
53;Terminy:select:1;9'00 25.11:0;130
53;Terminy:select:1;10'30 25.11:1;130
54;Terminy:select:1;14'50 26.11:0;130
54;Terminy:select:1;18'00 26.11:1;130
54;Terminy:select:1;21'10 26.11:2;130
54;Terminy:select:1;14'50 27.11:3;130
54;Terminy:select:1;18'00 27.11:4;130
54;Terminy:select:1;21'10 27.11:5;130
54;Terminy:select:1;14'50 28.11:6;130
54;Terminy:select:1;18'00 28.11:7;130
54;Terminy:select:1;21'10 28.11:8;130
54;Terminy:select:1;13'50 29.11:9;130
54;Terminy:select:1;17'00 29.11:10;130
54;Terminy:select:1;20'10 29.11:11;130
54;Terminy:select:1;14'50 30.11:12;130
54;Terminy:select:1;18'00 30.11:13;130
54;Terminy:select:1;21'10 30.11:14;130
54;Terminy:select:1;13'50 01.12:15;130
54;Terminy:select:1;17'00 01.12:16;130
54;Terminy:select:1;20'10 01.12:17;130
54;Terminy:select:1;13'50 02.12:18;130
54;Terminy:select:1;17'00 02.12:19;130
54;Terminy:select:1;20'10 02.12:20;130
55;Terminy:select:1;10'30 28.11:0;130
56;Terminy:select:1;23'00* 03.12:0;130
57;Terminy:select:1;13'30 22.11:0;130
57;Terminy:select:1;19'20 22.11:1;130
57;Terminy:select:1;21'50 22.11:2;130
57;Terminy:select:1;13'30 23.11:3;130
57;Terminy:select:1;19'20 23.11:4;130
57;Terminy:select:1;21'50 23.11:5;130
57;Terminy:select:1;13'30 24.11:6;130
57;Terminy:select:1;19'20 24.11:7;130
57;Terminy:select:1;21'50 24.11:8;130
57;Terminy:select:1;14'00 25.11:9;130
57;Terminy:select:1;19'20 25.11:10;130
57;Terminy:select:1;21'50 25.11:11;130
58;Terminy:select:1;14'00 22.11:0;130
58;Terminy:select:1;18'45 22.11:1;130
58;Terminy:select:1;20'30 22.11:2;130
58;Terminy:select:1;14'00 23.11:3;130
58;Terminy:select:1;18'45 23.11:4;130
58;Terminy:select:1;20'30 23.11:5;130
58;Terminy:select:1;14'00 24.11:6;130
58;Terminy:select:1;18'45 24.11:7;130
58;Terminy:select:1;20'30 24.11:8;130
58;Terminy:select:1;20'30 25.11:9;130
59;Terminy:select:1;11'10 22.11:0;130
59;Terminy:select:1;17'30 22.11:1;130
59;Terminy:select:1;11'15 23.11:2;130
59;Terminy:select:1;17'30 23.11:3;130
59;Terminy:select:1;11'10 24.11:4;130
59;Terminy:select:1;17'30 24.11:5;130
59;Terminy:select:1;11'10 25.11:6;130
59;Terminy:select:1;17'30 25.11:7;130
60;Terminy:select:1;10'30 22.11:0;130
60;Terminy:select:1;14'30 22.11:1;130
60;Terminy:select:1;17'00 22.11:2;130
60;Terminy:select:1;14'30 23.11:3;130
60;Terminy:select:1;17'00 23.11:4;130
60;Terminy:select:1;10'30 24.11:5;130
60;Terminy:select:1;14'30 24.11:6;130
60;Terminy:select:1;17'00 24.11:7;130
60;Terminy:select:1;13'15 24.11:8;130
60;Terminy:select:1;10'30 25.11:9;130
60;Terminy:select:1;14'30 25.11:10;130
60;Terminy:select:1;17'00 25.11:11;130
61;Terminy:select:1;10'50 22.11:0;130
61;Terminy:select:1;16'00 22.11:1;130
61;Terminy:select:1;19'00 22.11:2;130
61;Terminy:select:1;21'40 22.11:3;130
61;Terminy:select:1;12'40 23.11:4;130
61;Terminy:select:1;16'00 23.11:5;130
61;Terminy:select:1;19'00 23.11:6;130
61;Terminy:select:1;21'40 23.11:7;130
61;Terminy:select:1;10'50 24.11:8;130
61;Terminy:select:1;16'00 24.11:9;130
61;Terminy:select:1;19'00 24.11:10;130
61;Terminy:select:1;21'40 24.11:11;130
61;Terminy:select:1;11'00 25.11:12;130
61;Terminy:select:1;14'15 25.11:13;130
61;Terminy:select:1;19'00 25.11:14;130
61;Terminy:select:1;21'40 25.11:15;130
62;Terminy:select:1;10'00 22.11:0;130
62;Terminy:select:1;12'15 22.11:1;130
62;Terminy:select:1;16'45 22.11:2;130
62;Terminy:select:1;10'00 23.11:3;130
62;Terminy:select:1;12'15 23.11:4;130
62;Terminy:select:1;16'45 23.11:5;130
62;Terminy:select:1;10'00 24.11:6;130
62;Terminy:select:1;12'15 24.11:7;130
62;Terminy:select:1;16'45 24.11:8;130
62;Terminy:select:1;10'00 25.11:9;130
62;Terminy:select:1;12'15 25.11:10;130
62;Terminy:select:1;16'45 25.11:11;130
63;Terminy:select:1;20'15 22.11:0;130
63;Terminy:select:1;20'15 23.11:1;130
63;Terminy:select:1;20'15 24.11:2;130
63;Terminy:select:1;20'15 25.11:3;130
64;Terminy:select:1;11'40 22.11:0;130
64;Terminy:select:1;11'45 23.11:1;130
64;Terminy:select:1;9'30 24.11:2;130
64;Terminy:select:1;11'20 25.11:3;130
65;Terminy:select:1;13'00 22.11:0;130
65;Terminy:select:1;15'15 22.11:1;130
65;Terminy:select:1;18'15 22.11:2;130
65;Terminy:select:1;21'30 22.11:3;130
65;Terminy:select:1;15'15 23.11:4;130
65;Terminy:select:1;18'15 23.11:5;130
65;Terminy:select:1;21'30 23.11:6;130
65;Terminy:select:1;13'00 24.11:7;130
65;Terminy:select:1;15'15 24.11:8;130
65;Terminy:select:1;18'15 24.11:9;130
65;Terminy:select:1;21'30 24.11:10;130
65;Terminy:select:1;15'15 25.11:11;130
65;Terminy:select:1;18'45 25.11:12;130
65;Terminy:select:1;21'00 25.11:13;130
66;Terminy:select:1;15'00 22.11:0;130
66;Terminy:select:1;15'00 23.11:1;130
66;Terminy:select:1;15'00 24.11:2;130
66;Terminy:select:1;14'40 25.11:3;130
67;Terminy:select:1;10'00 23.11:0;130
68;Terminy:select:1;10'30 23.11:0;130
69;Terminy:select:1;11'00 23.11:0;130
70;Terminy:select:1;13'00* 25.11:0;130
70;Terminy:select:1;18'00* 25.11:1;130
71;Terminy:select:1;17'00 25.11:0;130
72;Terminy:select:1;18'30 26.11:0;130
72;Terminy:select:1;18'30 27.11:1;130
72;Terminy:select:1;18'30 28.11:2;130
72;Terminy:select:1;18'30 29.11:3;130
72;Terminy:select:1;18'30 30.11:4;130
72;Terminy:select:1;18'30 01.12:5;130
72;Terminy:select:1;18'30 02.12:6;130
73;Terminy:select:1;10'30 28.11:0;130
74;Terminy:select:1;23'00* 03.12:0;130
75;Terminy:select:1;18'00 22.11:0;130
76;Terminy:select:1;13'15 22.11:0;130
76;Terminy:select:1;18'45 22.11:1;130
76;Terminy:select:1;21'20 22.11:2;130
76;Terminy:select:1;13'15 23.11:3;130
76;Terminy:select:1;18'45 23.11:4;130
76;Terminy:select:1;21'20 23.11:5;130
76;Terminy:select:1;13'15 24.11:6;130
76;Terminy:select:1;18'45 24.11:7;130
76;Terminy:select:1;21'20 24.11:8;130
76;Terminy:select:1;10'40 24.11:9;130
76;Terminy:select:1;13'20 25.11:10;130
76;Terminy:select:1;18'45 25.11:11;130
76;Terminy:select:1;21'20 25.11:12;130
77;Terminy:select:1;11'20 22.11:0;130
77;Terminy:select:1;17'30 22.11:1;130
77;Terminy:select:1;11'20 23.11:2;130
77;Terminy:select:1;17'30 23.11:3;130
77;Terminy:select:1;12'30 24.11:4;130
77;Terminy:select:1;17'30 24.11:5;130
77;Terminy:select:1;10'10 25.11:6;130
77;Terminy:select:1;17'30 25.11:7;130
78;Terminy:select:1;14'45 22.11:0;130
78;Terminy:select:1;20'30 22.11:1;130
78;Terminy:select:1;14'45 23.11:2;130
78;Terminy:select:1;20'20 23.11:3;130
78;Terminy:select:1;14'45 24.11:4;130
78;Terminy:select:1;20'20 24.11:5;130
78;Terminy:select:1;14'45 25.11:6;130
78;Terminy:select:1;20'30 25.11:7;130
79;Terminy:select:1;12'20 22.11:0;130
79;Terminy:select:1;15'10 22.11:1;130
79;Terminy:select:1;17'15 22.11:2;130
79;Terminy:select:1;11'00 22.11:3;130
79;Terminy:select:1;10'10 23.11:4;130
79;Terminy:select:1;12'30 23.11:5;130
79;Terminy:select:1;14'30 23.11:6;130
79;Terminy:select:1;17'00 23.11:7;130
79;Terminy:select:1;12'15 24.11:8;130
79;Terminy:select:1;15'50 24.11:9;130
79;Terminy:select:1;17'10 24.11:10;130
79;Terminy:select:1;12'20 25.11:11;130
79;Terminy:select:1;15'20 25.11:12;130
79;Terminy:select:1;17'15 25.11:13;130
80;Terminy:select:1;10'20 22.11:0;130
80;Terminy:select:1;15'20 22.11:1;130
80;Terminy:select:1;10'00 23.11:2;130
80;Terminy:select:1;15'20 23.11:3;130
80;Terminy:select:1;17'15 23.11:4;130
80;Terminy:select:1;10'00 24.11:5;130
80;Terminy:select:1;15'20 24.11:6;130
80;Terminy:select:1;10'20 25.11:7;130
80;Terminy:select:1;15'30 25.11:8;130
81;Terminy:select:1;19'00 22.11:0;130
81;Terminy:select:1;21'30 22.11:1;130
81;Terminy:select:1;19'00 23.11:2;130
81;Terminy:select:1;21'30 23.11:3;130
81;Terminy:select:1;19'00 24.11:4;130
81;Terminy:select:1;21'30 24.11:5;130
81;Terminy:select:1;19'00 25.11:6;130
81;Terminy:select:1;21'30 25.11:7;130
82;Terminy:select:1;10'50 22.11:0;130
82;Terminy:select:1;13'30 22.11:1;130
82;Terminy:select:1;16'10 22.11:2;130
82;Terminy:select:1;18'30 22.11:3;130
82;Terminy:select:1;21'10 22.11:4;130
82;Terminy:select:1;13'45 23.11:5;130
82;Terminy:select:1;16'15 23.11:6;130
82;Terminy:select:1;18'30 23.11:7;130
82;Terminy:select:1;21'10 23.11:8;130
82;Terminy:select:1;10'50 24.11:9;130
82;Terminy:select:1;13'30 24.11:10;130
82;Terminy:select:1;16'10 24.11:11;130
