Indeks produktu;Nazwa;Cena;Kategoria;Opis;Adresy URL zdjęcia (x,y,z...)
83;DIUNA / napisy;"
        						26,90 zł        					";Białystok Helios Jurowiecka;Czas trwania: 155 min.Od lat: 13Produkcja: USA/Kanada/Węgry [2020], Premiera: 22.10.2021 (Polska)<br><br>Reżyseria:<br>Denis Villeneuve<br><br>Gatunek: ['Science-Fiction', 'Przygodowy']<br><br>Scenariusz:<br>Eric Roth, Denis Villeneuve, Jon Spaihts<br><br>Obsada:<br>Rebecca Ferguson, Zendaya, Jason Momoa<br><br>Opis:<br>Film Diuna opowiada historię niezwykłej, pełnej przygód i emocji podróży Paula Atreidesa. Temu genialnemu i utalentowanemu młodemu człowiekowi pisane jest wspaniałe przeznaczenie, którego on sam nie jest w stanie pojąć. Najpierw jednak Paul musi się udać na najbardziej niebezpieczną planetę we wszechświecie, żeby ratować rodzinę i rodaków. Na planecie wybucha zażarty konflikt o dostęp do niewystępującej nigdzie indziej, najcenniejszej ze znanych substancji. Wyzwala ona w ludziach ich największy potencjał. Ale wojnę przetrwają tylko ci, którzy pokonają swój strach.;https://ftmp.helios.pl/Get/file/mvpstr/18690/1632485058,https://ftmp.helios.pl/Get/file/mvpic/99113/1589812746,https://ftmp.helios.pl/Get/file/mvpic/99114/1589812956,https://ftmp.helios.pl/Get/file/mvpic/99115/1589812786,https://ftmp.helios.pl/Get/file/mvpic/99116/1589812806,https://ftmp.helios.pl/Get/file/mvpic/99117/1589812819,https://ftmp.helios.pl/Get/file/mvpic/99118/1589812831,https://ftmp.helios.pl/Get/file/mvpic/99119/1589812850,https://ftmp.helios.pl/Get/file/mvpic/99120/1589812873,https://ftmp.helios.pl/Get/file/mvpic/99121/1589812885,https://ftmp.helios.pl/Get/file/mvpic/99122/1589812896,https://ftmp.helios.pl/Get/file/mvpic/99123/1589812907,https://ftmp.helios.pl/Get/file/mvpic/99124/1589812924
84;VENOM 2: Carnage / dubbing;"
        						26,90 zł        					";Białystok Helios Jurowiecka;Czas trwania: 97 min.Od lat: 13Produkcja: USA [2021], Premiera: 15.10.2021 (Polska)<br><br>Reżyseria:<br>Andy Serkis<br><br>Gatunek: ['Thriller', 'Science-Fiction', 'Akcja']<br><br>Scenariusz:<br>Kelly Marcel<br><br>Obsada:<br>Tom Hardy, Michelle Williams, Woody Harrelson<br><br>Opis:<br>Venom to jedna z najważniejszych, najbardziej złożonych postaci Marvela. Opowiada o dziennikarzu Eddie'm Brocku (Tom Hardy), którego ciało w wyniku eksperymentu scaliło się z obcą formą życia - Venomem. W drugiej części poznamy Carnage’a (Woody Harrelson). Jest to jeden z najbardziej znanych czarnych charakterów Marvela. Reżyserem produkcji jest Andy Serkis.;https://ftmp.helios.pl/Get/file/mvpstr/21753/1633609329,https://ftmp.helios.pl/Get/file/mvpic/104880/1633609329,https://ftmp.helios.pl/Get/file/mvpic/104881/1633609329,https://ftmp.helios.pl/Get/file/mvpic/104882/1633609329,https://ftmp.helios.pl/Get/file/mvpic/104883/1633609329,https://ftmp.helios.pl/Get/file/mvpic/104884/1633609329
85;DZIEWCZYNY Z DUBAJU®;"
        						26,90 zł        					";Białystok Helios Jurowiecka;Czas trwania: 146 min.Od lat: 16Produkcja: Polska [2021], Premiera: 26.11.2021 (Polska)<br><br>Reżyseria:<br>Maria Sadowska<br><br>Gatunek: ['Dramat', 'Biograficzny', 'Kryminał']<br><br>Scenariusz:<br>Mitja Okorn<br><br>Obsada:<br>Paulina Gałązka, Katarzyna Figura, Katarzyna Sawczuk<br><br>Opis:<br>Oparte na prawdziwych wydarzeniach „Dziewczyny z Dubaju®” zdemaskują hipokryzję polskiego show biznesu i ujawnią całą prawdę na temat tzw. „afery dubajskiej”, w którą zamieszane były zarówno celebrytki i modelki, jak również wiele znanych postaci ze świata polityki, biznesu, czy sportu.;https://ftmp.helios.pl/Get/file/mvpstr/21748/1634121191,https://ftmp.helios.pl/Get/file/mvpic/104842/1633523600,https://ftmp.helios.pl/Get/file/mvpic/104843/1633523625,https://ftmp.helios.pl/Get/file/mvpic/104844/1633523680,https://ftmp.helios.pl/Get/file/mvpic/104947/1633627744,https://ftmp.helios.pl/Get/file/mvpic/104948/1633627763,https://ftmp.helios.pl/Get/file/mvpic/104949/1633627782,https://ftmp.helios.pl/Get/file/mvpic/104950/1633627800,https://ftmp.helios.pl/Get/file/mvpic/104951/1633627819,https://ftmp.helios.pl/Get/file/mvpic/104952/1633627851,https://ftmp.helios.pl/Get/file/mvpic/104953/1633627870,https://ftmp.helios.pl/Get/file/mvpic/104954/1633627889,https://ftmp.helios.pl/Get/file/mvpic/104955/1633627905
86;DOM GUCCI / napisy;"
        						26,90 zł        					";Białystok Helios Jurowiecka;Od lat: 15Produkcja: USA [2021], Premiera: 26.11.2021 (Polska)<br><br>Reżyseria:<br>Ridley Scott<br><br>Gatunek: ['Obyczajowy']<br><br>Scenariusz:<br>Roberto Bentivegna<br><br>Obsada:<br>Lady Gaga, Adam Driver, Jared Leto, Al Pacino<br><br>Opis:<br>„Dom Gucci” inspirowany jest szokującą, prawdziwą historią rodzinnego imperium stojącego za włoskim domem mody Gucci.Trzy dekady miłości, zdrady, dekadencji, zemsty, zwieńczone w końcu morderstwem, pokazują, co znaczy nazwisko Gucci, ile jest warte i jak daleko posunie się rodzina, by nie wypuścić z rąk kontroli nad fortuną.;https://ftmp.helios.pl/Get/file/mvpstr/21364/1636372023,https://ftmp.helios.pl/Get/file/mvpic/103953/1629883797,https://ftmp.helios.pl/Get/file/mvpic/103954/1629883955,https://ftmp.helios.pl/Get/file/mvpic/103955/1629883983,https://ftmp.helios.pl/Get/file/mvpic/103956/1629884000,https://ftmp.helios.pl/Get/file/mvpic/105524/1635761294
87;NASZE MAGICZNE ENCANTO / familijny / od 7 lat / dubbing;"
        						26,90 zł        					";Białystok Helios Jurowiecka;Czas trwania: 110 min.Od lat: 7Produkcja: USA [2021], Premiera: 26.11.2021 (Polska)<br><br>Reżyseria:<br>Jared Bush, Charise Castro Smith, Byron Howard<br><br>Gatunek: ['Animacja', 'Przygodowy']<br><br>Scenariusz:<br>Jared Bush, Charise Castro Smith<br><br>Obsada:<br>Anastazja Simińska, Robert Tondera, Izabela Bujniewicz<br><br>Opis:<br>„Nasze magiczne Encanto” opowiada historię niezwykłej rodziny Madrigal. Ich pełen magii dom znajduje się w tętniącym życiem mieście - w cudownym i urokliwym miejscu zwanym Encanto, ukrytym w górach Kolumbii. Magia Encanto sprawiła, że każde dziecko w rodzinie posiada wyjątkową moc uzdrawiania, z wyjątkiem Mirabel. Kiedy magia otaczająca Encanto jest w niebezpieczeństwie, Mirabel odkrywa, że to właśnie ona, jako jedyna zwyczajna osoba w tej wyjątkowej rodzinie, może być jej ostatnią nadzieją.;https://ftmp.helios.pl/Get/file/mvpstr/21363/1633518581,https://ftmp.helios.pl/Get/file/mvpic/103946/1629876372,https://ftmp.helios.pl/Get/file/mvpic/103947/1629876395,https://ftmp.helios.pl/Get/file/mvpic/103948/1629876422,https://ftmp.helios.pl/Get/file/mvpic/103949/1629876444,https://ftmp.helios.pl/Get/file/mvpic/103950/1629876461,https://ftmp.helios.pl/Get/file/mvpic/103951/1629876482,https://ftmp.helios.pl/Get/file/mvpic/103952/1629876503
88;ŚWIĄTECZNA WYPRAWA PANA PATYKA  / familijny / od 6 lat / dubbing;"
        						26,90 zł        					";Białystok Helios Jurowiecka;Czas trwania: 74 min.Od lat: 6Produkcja: Norwegia [2017], Premiera: 19.11.2021 (Polska)<br><br>Reżyseria:<br>Andreas J. Riiser<br><br>Gatunek: ['Przygodowy', 'Familijny']<br><br>Scenariusz:<br>Jan Trygve Røyneland,  Lars Kilevold<br><br>Obsada:<br>Aksel Hennie, Filip Mathias Eide, Anders Borchgrevink<br><br>Opis:<br>Zbliżają się święta Bożego Narodzenia, lecz śniegu jak na lekarstwo. Pan Patyk, ożywiony kijek zachowujący się jak chłopiec – fascynuje się wyprawą na biegun Roalda Amudsena i postanawia powtórzyć ten wyczyn. Kilkuletni Junior rusza w pościg za swoim przyjacielem z drewna. Razem z ojcem odnajdują go, ale wtedy dopada ich nagła zamieć śnieżna. Czy bohaterowie wrócą cali i zdrowi do domu?;https://ftmp.helios.pl/Get/file/mvpstr/22578/1637672760,https://ftmp.helios.pl/Get/file/mvpic/105999/1637672760,https://ftmp.helios.pl/Get/file/mvpic/106000/1637672760,https://ftmp.helios.pl/Get/file/mvpic/106001/1637672760,https://ftmp.helios.pl/Get/file/mvpic/106002/1637672760
89;CLIFFORD. Wielki czerwony pies / familijny / od 6 lat / dubbing;"
        						26,90 zł        					";Białystok Helios Jurowiecka;Czas trwania: 96 min.Od lat: 6Produkcja: USA/Kanada/Wlk. Brytania [2021], Premiera: 03.12.2021 (Polska)<br><br>Reżyseria:<br>Walt Becker<br><br>Gatunek: ['Komedia', 'Przygodowy', 'Familijny']<br><br>Scenariusz:<br>David Ronn, Jay Scherick, Blaise Hemingway<br><br>Obsada:<br>Darby Camp, Jack Whitehall, Izaac Wang<br><br>Opis:<br>Ośmioletnia dziewczynka, Emily Elizabeth marzy o tym, aby jej maleńki, czerwony szczeniak urósł i był silny, nie spodziewa się jednak, że budząc się pewnego ranka znajdzie wielkiego psa w swoim małym mieszkaniu w Nowym Jorku. Emily za wszelką cenę chce, aby ukochany zwierzak został z nią. Postanawia znaleźć czarodzieja, który, przywróci Clifforda do normalnego rozmiaru. Na poszukiwania udaje się ze swoim wujem Caseyem i szkolnym kolegą Owenem. Clifford wzbudza powszechne zaciekawienie. Przyciąga również uwagę złego naukowca, który chce aby Clifford został jego psem.;https://ftmp.helios.pl/Get/file/mvpstr/21353/1636111146,https://ftmp.helios.pl/Get/file/mvpic/103873/1629798230,https://ftmp.helios.pl/Get/file/mvpic/103874/1629798267,https://ftmp.helios.pl/Get/file/mvpic/103875/1629798288,https://ftmp.helios.pl/Get/file/mvpic/103876/1629798305,https://ftmp.helios.pl/Get/file/mvpic/103877/1629798320,https://ftmp.helios.pl/Get/file/mvpic/103878/1629798341,https://ftmp.helios.pl/Get/file/mvpic/103880/1629798403
90;FILMOWE PORANKI: Strażak Sam, cz. 3;"
        						26,90 zł        					";Białystok Helios Jurowiecka;"-<br><br>Reżyseria:<br>-<br><br>Gatunek: -<br><br>Scenariusz:<br>-<br><br>Obsada:<br>-<br><br>Opis:<br>Zapraszamy na kolejną porcję filmowych niespodzianek w nowej odsłonie - Filmowe Poranki: Strażak Sam, cz. 3. W niedzielę 28 listopada o godzinie 10:30 zaprezentujemy zestaw bajek:Z archiwum ZetNa Dzikim ZachodzieA kto wypuścił kota?Nie pędź tak, DilysPondziaki Normana„Strażak Sam” to pełna humoru i ciepła animacja, której bohaterowie podbijają serca małych widzów na całym świecie Tytułowy bohater, Strażak Sam, razem ze swoimi przyjaciółmi mieszka w urokliwym miasteczku Pontypandy. Codzienne życie toczy się tutaj bardzo spokojnie, jednak czasami zdarzają się różne zaskakujące sytuacje i przygody. Sam nie tylko gasi pożary, ale również pomaga mieszkańcom w rozwiązywaniu ich problemów.Projekcję Filmowych Poranków poprzedzają atrakcje w holach kin oraz konkursy i zabawy na sali kinowej.Uczestnicy Filmowych Poranków!Każdy z Was może wziąć udział w naszej nowej zabawie: Łamigłówki HelioSówki! W ramach Łamigłówek będziemy rozwiązywać zagadki, poznawać ciekawostki i brać udział w ciekawych konkursach. Zadania, które przed nami stoją, wymagają spostrzegawczości, refleksu, sprawności, a przede wszystkim dużo dobrych chęci. Więc do dzieła!Każdy młody uczestnik Filmowych Poranków otrzymuje kartę Łamigłówki HelioSówki, a na każdym spotkaniu będzie zdobywał pieczątki za rozwiązane zagadek i udział w konkursach.  Za 8 zdobytych pieczątek czeka na Was wyjątkowa odznaka HelioSówki – potwierdzająca zdobyte umiejętności! Baw się z nami i zdobądź brązową, srebrną i złotą odznakę HelioSówki!Cykl Filmowych Poranków w Kinie Helios odbywa się w co drugą niedzielę miesiąca we wszystkich kinach ogólnopolskiej sieci kin Helios, zawsze o godzinie 10:30. Przeznaczony jest dla dzieci w wieku od 3 lat w towarzystwie opiekunów. Każde spotkanie rozpoczynają kilkunastominutowe konkursy z atrakcyjnymi nagrodami.Scenariusz wydarzenia:zabawy i konkursy z animatorem [10-15 min]projekcja - zestaw bajek lub film [50-60 min]Specyfika seansu filmowego:dźwięk ściszony w stosunku do standardowej głośnościpozostawione na cały seans przyciemnione światła na sali [półmrok]Po seansie każdy uczestnik otrzyma ""balonowy"" upominek.Zapraszamy również na kolejne Filmowe Poranki w dniu 19 grudnia o godzinie 10:30! Tym razem zaprezentujemy zestaw filmów „Filmowe Poranki: 44 Koty, cz. 9.Więcej aktualności, konkursów i relacji fotograficznych dostępnych jest na profilu FB Helios Dla Dzieci.";https://ftmp.helios.pl/Get/file/mvpstr/22400/1637060069
91;POUFNE LEKCJE PERSKIEGO / napisy;"
        						26,90 zł        					";Białystok Helios Jurowiecka;Czas trwania: 127 min.Od lat: 15Produkcja: Rosja / Niemcy / Białoruś [2020], Premiera: 29.10.2021 (Polska)<br><br>Reżyseria:<br>Vadim Perelman<br><br>Gatunek: ['Dramat']<br><br>Scenariusz:<br>Ilya Zofin<br><br>Obsada:<br>Nahuel Pérez Biscayart, Lars Eidinger, Jonas Nay, Leonie Benesch<br><br>Opis:<br>W świecie, gdzie każdy dzień może być ostatnim, nie należy poruszać się według schematów. „Poufne lekcje perskiego” to inspirowana prawdziwymi wydarzeniami, niewiarygodna historia młodego belgijskiego Żyda, który sprytem kupił sobie życie. Gilles poznaje w obozie niemieckiego oficera marzącego o otwarciu po wojnie restauracji w Teheranie. Ponieważ podał się za Persa, musi zacząć uczyć Niemca perskiego – języka, którego nie zna. Wymyśla go więc na poczekaniu – słowo po słowie, zdanie po zdaniu. Lekcje perskiego zaczynają wzbudzać podejrzenia i zazdrość więźniów i innych oficerów. Jeden fałszywy ruch może wiele kosztować…Nagrodzony przez festiwalową publiczność film Vadima Perelmana, wielokrotnie docenianego przez krytykę reżysera (m.in. nominowany do Oscara w kategoriach najlepszy aktor i najlepsza aktorka „Dom z piasku i mgły”) to mistrzowsko zrealizowana, niebanalna opowieść, o tym, jak zbieg okoliczności i fanaberia ratują życie, a ciekawie przedstawiona relacja Niemiec- Żyd nie powtarza schematu filmów wojennych, a wręcz przeciwnie buduje nowy rodzaj napięcia.;https://ftmp.helios.pl/Get/file/mvpstr/21334/1629463026,https://ftmp.helios.pl/Get/file/mvpic/103755/1629463048,https://ftmp.helios.pl/Get/file/mvpic/103756/1629463059,https://ftmp.helios.pl/Get/file/mvpic/105084/1634035395,https://ftmp.helios.pl/Get/file/mvpic/105085/1634035405,https://ftmp.helios.pl/Get/file/mvpic/105086/1634035432,https://ftmp.helios.pl/Get/file/mvpic/105087/1634035465
92;MÓJ BRAT ŚCIGA DINOZAURY / familijny / od 11 lat / dubbing;"
        						26,90 zł        					";Białystok Helios Jurowiecka;Czas trwania: 101 min.Od lat: 11Produkcja: Włochy [2020], Premiera: 20.08.2021 (Polska)<br><br>Reżyseria:<br>Stefano Cipani<br><br>Gatunek: ['Komedia', 'Familijny']<br><br>Scenariusz:<br>Fabio Bonifacci, Giacomo Mazzariol<br><br>Obsada:<br>Alessandro Gassmann, Isabella Ragonese, Rossy de Palma<br><br>Opis:<br>Od pierwszych dni życia małego Gio, Jack wierzy, że jego brat jest wyjątkowy, specjalny, po prostu najlepszy – niczym superbohater, który przybył z innej planety! Z czasem poznaje prawdę: Gio ma zespół Downa i dla Jacka staje się powodem do wstydu. Kiedy chłopak trafia do nowej szkoły, poznaje czarującą Ariannę i chce zaimponować kolegom z zespołu muzycznego. Postanawia więc ukrywać przed znajomymi istnienie swojego brata… Pełna dobrej energii opowieść o więzach rodzinnych, dojrzewaniu i prawdzie, która zawsze jest cenniejsza niż kłamstwo.;https://ftmp.helios.pl/Get/file/mvpstr/21325/1629450735,https://ftmp.helios.pl/Get/file/mvpic/103680/1629450735,https://ftmp.helios.pl/Get/file/mvpic/103681/1629450735,https://ftmp.helios.pl/Get/file/mvpic/103682/1629450735,https://ftmp.helios.pl/Get/file/mvpic/103683/1629450735,https://ftmp.helios.pl/Get/file/mvpic/103684/1629450735,https://ftmp.helios.pl/Get/file/mvpic/103685/1629450735
93;ZUPA NIC;"
        						26,90 zł        					";Białystok Helios Jurowiecka;Czas trwania: 94 min.Od lat: 15Produkcja: Polska [2021], Premiera: 27.08.2021 (Polska)<br><br>Reżyseria:<br>Kinga Dębska<br><br>Gatunek: ['Komedia']<br><br>Scenariusz:<br>Kinga Dębska<br><br>Obsada:<br>Adam Woronowicz, Kinga Preis, Ewa Wiśniewska, Katarzyna Kwiatkowska<br><br>Opis:<br>Marta jest romantyczką i szkolną ofiarą losu. Dzieli pokój z siostrą Kasią i babcią (Ewa Wiśniewska), która zamiast bajek opowiada wnuczkom powstańcze historie. W pokoju za ścianą swe małżeńskie życie toczą rodzice, Tadek (Adam Woronowicz) i Elżbieta (Kinga Preis). On jest stale upokarzanym przez system inteligentem, który po pracy pędzi bimber i po cichu zazdrości opływającemu w dobrobyt szwagrowi (Rafał Rutkowski). Ona jest przewodniczącą zakładowej Solidarności z potrzebą wolności i marzeniem, żeby w końcu wyrwać się z Polski. Prawdziwe emocje dla całej rodziny zaczną się jednak wtedy, gdy pod blokiem stanie wymarzony pomarańczowy maluch. Ela i Tadek odkryją powołanie do handlu oraz zagranicznych wojaży, a dorastająca Marta po raz pierwszy w życiu naprawdę się zakocha.;https://ftmp.helios.pl/Get/file/mvpstr/22204/1634903187,https://ftmp.helios.pl/Get/file/mvpic/105207/1634903187,https://ftmp.helios.pl/Get/file/mvpic/105208/1634903187,https://ftmp.helios.pl/Get/file/mvpic/105209/1634903187,https://ftmp.helios.pl/Get/file/mvpic/105210/1634903187,https://ftmp.helios.pl/Get/file/mvpic/105211/1634903187,https://ftmp.helios.pl/Get/file/mvpic/105212/1634903187,https://ftmp.helios.pl/Get/file/mvpic/105213/1634903187,https://ftmp.helios.pl/Get/file/mvpic/105214/1634903187
94;MIKOŁAJKOWY MARATON GROZY;"
        						26,90 zł        					";Białystok Helios Jurowiecka;"-<br><br>Reżyseria:<br>-<br><br>Gatunek: -<br><br>Scenariusz:<br>-<br><br>Obsada:<br>-<br><br>Opis:<br>Dla wszystkich fanów grozy udział w tym maratonie będzie idealnym prezentem mikołajkowym. Na 3 grudnia, przygotowaliśmy zestaw czterech filmów, po których nikt nie pozostanie obojętnym. Na początek dwie przedpremiery, “KALENDARZ ADWENTOWY” oraz “SYN”. Następnie polowanie na czarownice w filmie “KLĄTWA MŁODOŚCI”. Na koniec niezwykle klimatyczne “NOCNE ISTOTY”. Mroczne legendy, nawiedzone domy, przerażające tajemnice, opętania – to wszystko tylko na Mikołajkowym Maratonie Grozy w Kinie Helios!Pewne jest, że taka dawka grozy jeszcze długo po powrocie do domu nie pozwoli Wam zasnąć. Czy jesteście na to gotowi?Start: 03.12.2021, godz. 23:00Zagramy: KALENDARZ ADWENTOWY (PRZEDPREMIERA)SYN (PRZEDPREMIERA)KLĄTWA MŁODOŚCINOCNE ISTOTYStosując się do wytycznych Głównego Inspektora Sanitarnego, jesteśmy zmuszeni zawiesić akcję Nocnych Maratonów Filmowych ""Dolewka Pepsi gratis"" aż do odwołania.Uwaga! Kina nie prowadzą rezerwacji telefonicznej i internetowej. Zapraszamy do zakupu biletów również w kasach kin. Regulamin NMF - pobierzZgoda opiekuna prawnego na udział osoby poniżej 15 lat w NMF - pobierz";https://ftmp.helios.pl/Get/file/mvpstr/22458/1637150372
95;ŻUŻEL;"
        						26,90 zł        					";Bielsko-Biała Helios;Czas trwania: 108 min.Od lat: 13Produkcja: Polska [2020], Premiera: 16.07.2021 (Polska)<br><br>Reżyseria:<br>Dorota Kędzierzawska<br><br>Gatunek: ['Dramat']<br><br>Scenariusz:<br>Dorota Kędzierzawska<br><br>Obsada:<br>Paweł Wilczak, Żaneta Łabudzka, Mateusz Kościukiewicz<br><br>Opis:<br>Mistrz motocyklowy Lowa (Tomasz Ziętek) jest obiektem westchnień kobiet i źródłem zazdrości rywali z toru (Mateusz Kościukiewicz). Pogodny, miły dla ludzi, „zwyczajny”, ma frajdę z życia i tego, co robi. Jednak szelmowski uśmiech chłopaka skrywa codzienne zmagania ze strachem, widmem kontuzji i wypadków na żużlowych stadionach. Wszystko komplikuje się jeszcze bardziej, kiedy na drodze Lowy staje śliczna Roma (Jagoda Porębska). Czy zakochany w prędkości i motorach zawodnik, dla którego sport jest nie tylko szaleńczą, młodzieńczą pasją, ale też ucieczką od szarej rzeczywistości, znajdzie w swoim sercu miejsce na prawdziwą miłość?;https://ftmp.helios.pl/Get/file/mvpstr/22203/1634903163,https://ftmp.helios.pl/Get/file/mvpic/105194/1634903163,https://ftmp.helios.pl/Get/file/mvpic/105195/1634903163,https://ftmp.helios.pl/Get/file/mvpic/105196/1634903163,https://ftmp.helios.pl/Get/file/mvpic/105197/1634903163,https://ftmp.helios.pl/Get/file/mvpic/105198/1634903163,https://ftmp.helios.pl/Get/file/mvpic/105199/1634903163,https://ftmp.helios.pl/Get/file/mvpic/105200/1634903163,https://ftmp.helios.pl/Get/file/mvpic/105201/1634903163,https://ftmp.helios.pl/Get/file/mvpic/105202/1634903163,https://ftmp.helios.pl/Get/file/mvpic/105203/1634903163,https://ftmp.helios.pl/Get/file/mvpic/105204/1634903163,https://ftmp.helios.pl/Get/file/mvpic/105205/1634903163,https://ftmp.helios.pl/Get/file/mvpic/105206/1634903163
96;BO WE MNIE JEST SEKS;"
        						26,90 zł        					";Bielsko-Biała Helios;Czas trwania: 105 min.Od lat: 15Produkcja: Polska [2021], Premiera: 19.11.2021 (Polska)<br><br>Reżyseria:<br>Katarzyna Klimkiewicz<br><br>Gatunek: ['Biograficzny']<br><br>Scenariusz:<br>Patrycja Mnich, Katarzyna Klimkiewicz<br><br>Obsada:<br>Maria Dębska, Krzysztof Zalewski, Leszek Lichota<br><br>Opis:<br>Rok 1962, Kalina Jędrusik ma łatkę skandalistki. Z mężem Stanisławem Dygatem prowadzą otwarty dom. Ich częstymi gośćmi są Jeremi Przybora, Tadeusz Konwicki, Kazimierz Kutz, Barbara Krafftówna oraz Lucek, młody kochanek Kaliny. Artystka na scenie gorszy kobiety, oczarowuje mężczyzn. Tymczasem jej nowy przełożony pragnie gorącego romansu. Wykorzystując władzę, stawką za odrzucenie czyni jej karierę. Czy uda mu się złamać kobietę, która uwielbia niezależność, ale nie potrafi żyć bez występów?;https://ftmp.helios.pl/Get/file/mvpstr/20804/1629816565,https://ftmp.helios.pl/Get/file/mvpic/102905/1625674077,https://ftmp.helios.pl/Get/file/mvpic/102906/1625674088,https://ftmp.helios.pl/Get/file/mvpic/103893/1629816485,https://ftmp.helios.pl/Get/file/mvpic/103894/1629816501,https://ftmp.helios.pl/Get/file/mvpic/103895/1629816516,https://ftmp.helios.pl/Get/file/mvpic/103896/1629816537
97;POGROMCY DUCHÓW. Dziedzictwo / napisy;"
        						26,90 zł        					";Bielsko-Biała Helios;Czas trwania: 117 min.Od lat: 13Produkcja: Kanada/USA [2021], Premiera: 19.11.2021 (Polska)<br><br>Reżyseria:<br>Jason Reitman<br><br>Gatunek: ['Komedia', 'Akcja']<br><br>Scenariusz:<br>Gil Kenan, Jason Reitman<br><br>Obsada:<br>Mckenna Grace, Carrie Coon, Finn Wolfhard<br><br>Opis:<br>Film w reżyserii Jasona Reitmana, wyprodukowany przez  Ivana Reitmana. Kolejny rozdział oryginalnego uniwersum Ghostbusters. Samotna matka i jej dwoje dzieci przybywają do małego miasteczka, gdzie odkrywają tajemnicze połączenie z oryginalnymi pogromcami duchów oraz sekretny spadek, który pozostawił im dziadek.;https://ftmp.helios.pl/Get/file/mvpstr/20805/1634286987,https://ftmp.helios.pl/Get/file/mvpic/102907/1625675341,https://ftmp.helios.pl/Get/file/mvpic/102908/1635760984,https://ftmp.helios.pl/Get/file/mvpic/102909/1635761015,https://ftmp.helios.pl/Get/file/mvpic/102910/1625675404,https://ftmp.helios.pl/Get/file/mvpic/102911/1636119976,https://ftmp.helios.pl/Get/file/mvpic/102912/1625675536,https://ftmp.helios.pl/Get/file/mvpic/105523/1635761165,https://ftmp.helios.pl/Get/file/mvpic/105732/1636120083
98;POGROMCY DUCHÓW. Dziedzictwo / dubbing;"
        						26,90 zł        					";Bielsko-Biała Helios;Czas trwania: 117 min.Od lat: 13Produkcja: Kanada/USA [2021], Premiera: 19.11.2021 (Polska)<br><br>Reżyseria:<br>Jason Reitman<br><br>Gatunek: ['Komedia', 'Akcja']<br><br>Scenariusz:<br>Gil Kenan, Jason Reitman<br><br>Obsada:<br>Mckenna Grace, Carrie Coon, Finn Wolfhard<br><br>Opis:<br>Film w reżyserii Jasona Reitmana, wyprodukowany przez  Ivana Reitmana. Kolejny rozdział oryginalnego uniwersum Ghostbusters. Samotna matka i jej dwoje dzieci przybywają do małego miasteczka, gdzie odkrywają tajemnicze połączenie z oryginalnymi pogromcami duchów oraz sekretny spadek, który pozostawił im dziadek.;https://ftmp.helios.pl/Get/file/mvpstr/22388/1636461143,https://ftmp.helios.pl/Get/file/mvpic/105810/1636461143,https://ftmp.helios.pl/Get/file/mvpic/105811/1636461143,https://ftmp.helios.pl/Get/file/mvpic/105812/1636461143,https://ftmp.helios.pl/Get/file/mvpic/105813/1636461143,https://ftmp.helios.pl/Get/file/mvpic/105814/1636461143,https://ftmp.helios.pl/Get/file/mvpic/105815/1636461143,https://ftmp.helios.pl/Get/file/mvpic/105816/1636461143,https://ftmp.helios.pl/Get/file/mvpic/105817/1636461143
99;WILK, LEW i JA / familijny / od 7 lat / dubbing;"
        						26,90 zł        					";Bielsko-Biała Helios;Czas trwania: 99 min.Od lat: 7Produkcja: Francja [2021], Premiera: 19.11.2021 (Polska)<br><br>Reżyseria:<br>Gilles de Maistre<br><br>Gatunek: ['Familijny']<br><br>Scenariusz:<br>Gilles de Maistre<br><br>Obsada:<br>Graham Greene, Mylene Dinh-Robic, Charlie Carrick<br><br>Opis:<br>Alma postanawia wrócić do krainy swojego dzieciństwa – jest to otoczony pięknym lasem stary dom położony na malowniczej wyspie pośrodku jeziora w dzikich ostępach Kanady. Kiedy była mała, wychowywała się tu ze swoim dziadkiem, który uczył ją o przyrodzie i życiu w zgodzie z naturą. Wkrótce dziewczyna natrafia na dwójkę niezwykłych nieznajomych – małego wilczka i urocze lwiątko. Pierwszy ze zwierzaków to szczeniak zaprzyjaźnionej z dziadkiem Almy wilczycy, a drugi to cudem uratowane z katastrofy lotniczej zwierzątko przeznaczone na cyrkową arenę. Stworzenia stają się nierozłączne i zachowują jak rodzeństwo. Alma zabiera je do domu i zostaje ich opiekunką, patrząc jak z każdym dniem się oswajają i coraz lepiej sobie radzą z otaczającym światem. Okazuje się jednak, że zwierzaki są poszukiwane i na trop Almy wpadają leśni strażnicy. Czy dziewczyna będzie mogła liczyć na pomoc swoich najbliższych? Czu uda się ocalić niezwykłą przyjaźń i nie dopuścić do rozłąki troskliwej opiekunki i jej podopiecznych? To początek największej przygody ich życia!;https://ftmp.helios.pl/Get/file/mvpstr/22142/1635165470,https://ftmp.helios.pl/Get/file/mvpic/105140/1634551584,https://ftmp.helios.pl/Get/file/mvpic/105141/1634551615,https://ftmp.helios.pl/Get/file/mvpic/105142/1634551628,https://ftmp.helios.pl/Get/file/mvpic/105143/1634551650,https://ftmp.helios.pl/Get/file/mvpic/105144/1634551714,https://ftmp.helios.pl/Get/file/mvpic/105145/1634551729,https://ftmp.helios.pl/Get/file/mvpic/105146/1634551745,https://ftmp.helios.pl/Get/file/mvpic/105147/1634551969
